Sample_ID,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6
0,-0.015422522730191296,-0.014601348210072983,-0.016130222215430902,0.023534272601667763,-0.00018102794528539857,0.007184370645075245
1,-0.002822659677526447,0.00833323652270429,-0.0022260441577305464,-0.0075123608275776965,-0.0027401404412715383,0.0030557279638082995
2,0.001512185419016713,0.01536812772431105,-0.0006511108449230334,-0.005357240905130566,0.00033873508926528906,0.003940698756368523
3,-0.0025624620005053386,0.0028507848159302716,0.0013139241468006896,0.0005376182869307369,-0.0042004061620938005,-0.003349338281014243
4,0.0033259601281665583,0.03130429621078473,-0.0013974070867495611,-0.0029879119428947295,0.00563934047463201,-0.001709052766055915
5,-0.0008391974303872308,0.011862486788367311,0.00010228329007814599,-0.01147263152372563,-0.0030902172369889525,0.002141612255113777
6,0.006896606229633687,0.01083269485578886,0.00604781403690828,0.007401745897831544,-0.007425596559783109,-0.013614436371239828
7,-0.009867701783542729,-0.0026568304192523032,-0.004584080192335622,-0.01950351394115152,-0.00029734474601089033,0.01927217226537381
8,0.02156123786531091,-0.007630654610208391,-0.03123936390044869,-0.007407444166983221,0.034791541408482465,-0.018900340580391774
9,-0.00023015491985912102,-0.02460189769666514,-0.011429716162571674,-0.0008984752926624628,0.060452711096587224,-0.009652339370668754
10,-0.0011752600985352473,-0.005844628744950384,0.0027651491587693884,-0.004005879975541571,-0.012620277618099758,-0.004765479076143816
11,0.03065391717017707,-0.0005170592186634989,-0.018717089643682988,-0.016113635604340815,0.028257794367049515,-0.024500368998858456
12,-0.007062754586830899,-0.01490579567325302,-0.004978482639400704,0.013292879549304434,-0.010130298185313307,-0.003147786517298759
13,-0.013186460394309008,-0.0216763222455018,-0.008357301561289261,0.010830004198838917,-0.007846501435583325,0.004651962471726176
14,0.028689105998199554,-0.007394506665666522,-0.013726544844783355,-0.020339606309432583,0.01761335456652737,-0.02847434951701593
15,0.018652601667127452,-0.017841073088203735,-0.026000486435311394,-0.009522710323739476,0.030140090960125755,-0.013286296391266316
16,-0.004664347789588485,-0.01867254324105465,0.00033363102399177984,0.003920356281922597,-0.013926542240667087,-0.0017790303101714435
17,-0.00039501052361299893,0.01790678675286499,0.000993557124425988,-0.01565213824766339,0.00011378896152562735,0.003782564834879226
18,0.00025046197399244437,0.015986603462000537,0.0019137779703499072,-0.016506633909504034,-0.0016681552412707978,0.0030400777354771063
19,0.0008946180598055487,0.018961981089429696,-0.0005275936072984433,-0.00141158420056805,0.0008089609827323855,-0.0027982594942143257
20,0.002907103673705649,0.0024558457059997963,0.0077829191166981304,-0.01566143213574165,-0.012712189751934009,-0.005222296044268202
21,0.004340784183337502,0.003387500294780412,0.0032301867638363894,0.01511868793274368,-0.010533354002424729,-0.01699438727472999
22,-0.004483428970169418,-0.005124107357607534,-0.0040464780961072646,0.009912585478322758,-0.007272534274427063,-0.0033733588206754117
23,0.003540349633503724,-0.002391403991435566,0.008659105126429067,-0.009906790684779525,-0.01580587995943534,-0.009633606041558542
24,0.005578272634038689,-0.010956610353859836,-0.005088314673680036,0.01685142554029958,0.005173680390209814,0.03208725503478478
25,0.0024020810915828666,0.016324625113301332,0.001277858301474393,-0.002570169969729379,-0.0026742401632412834,-0.0050079652934379324
26,0.003387388601729788,0.010335556891710207,-0.0010233260984957124,0.023007823623375463,-0.0047790006600367495,-0.016258487453771897
27,0.0008221411315157744,0.01656972016079161,0.0015638531611157737,-0.013702064468583514,0.0015630409686632168,0.00678304567965822
28,-0.0007214725406153461,0.001013802235046616,0.0033652514903408587,-0.011476307203842816,-0.009341051650892163,-0.0011036721279135194
29,-0.0029810616459167946,0.00046460740609582024,-0.0053370640712428145,0.019247806083724627,-0.004482775106747718,-0.007035123096269764
30,-0.012466340941448044,-0.012146932127723317,-0.012778262615413297,0.015479533898196642,-0.002840540405513211,0.006306550935986179
31,-0.008510571106095257,0.00546538004849169,-0.010011445856544697,0.002368748156603831,0.00227059966879311,0.008551343279667249
32,0.02635589664069757,-0.027539469946473303,-0.010437998046531605,-0.008182826942444894,0.009945164972621016,-0.03615971670277508
33,-0.007390112035657353,-0.0019882765204150515,-0.009933613470592717,0.016512781409636888,-0.0017622824699506444,0.0007166182954160722
34,0.01372696640405513,-0.018980261590647748,-0.030583029658460985,-0.023301257863258932,0.028859427790832073,-0.0049126334275711924
35,0.01985500066190842,-0.028681144636346693,-0.022760088563072194,-0.01283013802233966,0.01733864039537735,-0.021513158962776505
36,-0.01219692175346801,0.007468545405452231,0.027738702430403713,-0.008281331424562513,0.021645474428385658,-0.006040432989926284
37,-0.0067929615354570295,-0.01844913614516271,-0.00011755223141096235,-0.013836578522754533,-0.01312186987756784,0.009274405669047222
38,-0.01282356339609575,-0.00794080925154161,-0.00900820824749899,-0.0007575776753522031,-0.0010110742057823697,0.011516280380444804
39,-0.006586159281575701,-0.018353102751742026,0.00020513345527401445,-0.0075120563907486336,-0.015086546451208542,0.001689620763406535
40,-0.007883265146303052,-0.00960575958674623,-0.005207765754566538,0.0048046270936065285,-0.0068948492315287465,0.002123227805852232
41,0.007724156743262315,0.007916180510647054,0.008362354380497703,0.004637332594040733,-0.012642141091532331,-0.018696087387129943
42,-0.0064218402727073964,0.01922789633690987,-0.011158154172249895,-0.0010898640781621745,0.010290412199778694,0.014473897565788476
43,-0.008442352194053367,-0.002248451036625634,-0.002382968668730446,-0.013788991752767025,-0.00045892404893531407,0.014049771475171212
44,0.0035248743726922853,0.00040624571837963004,0.004950575677869593,0.003797157777589866,-0.009390200346282273,-0.007484644330497201
45,-0.007783954347897653,0.001120826654181823,0.018728668135839243,-0.006028728404143494,0.00976653841622881,-0.0031498023380798225
46,-0.00876265881793613,-0.004720588618881401,-0.007328228935623717,0.001249136621231494,-0.003496380173691307,0.006406498686698871
47,-0.011854980737173384,-0.011568184012283574,-0.009403558957398141,0.014306756413847845,-1.5587957064593855e-05,0.007581224600551161
48,0.009220439989595776,0.017122468730258057,0.011821819715574531,-0.016650419619776858,-0.01039269659925018,-0.01119775413995831
49,-0.009601299771961325,-0.02304418432417943,-0.004173193531869388,0.0020339963151306986,-0.013724013187112893,0.002628907492770278
50,-0.008273037666147284,0.015103225738316581,-0.00963506870410811,-0.007731124490467354,0.007166570815311606,0.013884626499391742
51,-0.009211488333839583,-0.0016532017610319627,-0.012754151909610796,0.02357974122405592,0.0012218460456872482,0.0011869076186388381
52,0.027181576551041683,0.012809896374860111,0.005455954984263812,0.017089521525683864,0.01274453942165989,0.03777279372742864
53,-0.010945800127855891,-0.011377165822579331,-0.010483775958646233,0.01923239934663776,-0.003093405195235713,0.0018094167088773
54,0.025335946017767126,-0.008478178607390698,-0.018101955554835267,-0.012189381374065921,0.02005502074862086,-0.026611835142454576
55,0.005723364626851258,0.020886667429003383,0.00815962773928411,-0.008658939878754518,-0.0026857991697697998,-0.00875800706954129
56,0.00435008465273599,0.016585943972603875,0.0019213315534499218,0.00905613500064154,-0.0031441858347588374,-0.012334015929263897
