Sample_ID,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6
0,-0.011492727162118467,0.029364927963969865,0.01634984748678438,-0.008064313882899242,0.0012571917470383294,-0.000891423422564081
1,-0.0032439552621134774,-0.00032433140543775544,-0.00785973853248688,0.005882888320928512,0.017983554787778834,0.020205906167429663
2,0.019460916777918048,-0.025690113890516637,-0.014657185834940916,0.0019100298117233658,0.012708847391728935,-0.0026231334899366487
3,-0.00398361064571346,-0.021741651125951812,-0.010201468864119387,0.01334189668877203,0.012316538756057888,-0.00010090348919867958
4,-0.002984736321050383,-0.015941713078756265,-0.001451181568070915,-0.0017968130654193973,0.014720486097939854,-0.026726052492859108
5,0.0013235579627691137,0.04486496108519854,-0.031330146454116886,0.02461431562636299,-0.020933197378760662,-0.012780897986088781
6,-0.0046838753692634095,0.011422138817035406,0.01966076969540456,-0.003223122982520978,-0.012064052820799554,-0.008304137281193422
7,-0.025277222953172845,0.006978991172723637,-0.043294828049501376,-0.042987917410912194,-0.04094062042979824,0.03357367187853043
8,-0.010769650424273788,0.004213843445601748,-0.008485234225034366,0.0008910965944339462,0.028705206025597323,0.008011766593023965
9,0.020508875702884274,-0.01544445842220193,0.015917151561718034,-0.006645116985427373,-0.013267019344346515,0.00013344675092887448
10,0.02410670562742183,0.012648602551076556,0.01719319644134905,-0.03640643823824236,0.013169072032347549,-0.015344352774573876
11,0.006571440971240387,0.021453002026230704,-0.006555833627359218,0.013023036531980713,-0.017960535348626565,0.010472815405755374
12,-0.013907810945501808,0.001561983804981517,-0.006462519184098397,0.01229600375099781,8.42342899844428e-05,-0.028680224159762076
13,0.015905605317694232,-0.0035823899821223293,-0.022014799400073188,-0.006163577589654781,0.01895800543727027,-0.032396301193904534
14,-0.001085140121128086,-0.02295539628797276,-0.0046753605599181005,0.009225184310270532,0.006389209505765058,-0.011014805108754345
15,-0.008290091578309388,-0.003392165783679703,0.0029762508290610925,0.003998690592471646,0.006209348306166927,-0.006915573425141114
16,-0.008930334931483498,0.010258384939149962,0.010550303682097608,-0.01582563239322537,0.024268067179396682,-0.008608862362274905
17,0.014137899332656875,0.006122440877629869,0.01612964643033189,-0.00035136992939998376,-0.026338584525583925,0.001534490320641572
18,-0.01331666553696403,-0.004212759686388374,0.005073451088776596,0.0031547841168671326,0.012633747173209644,-0.0017772612391949156
19,0.02193194425966535,-0.00010449315871634258,0.022547989295849887,-0.020280078925648603,-0.007652503566560198,-0.0030912465292782694
