Sample_ID,Component 1,Component 2,Component 3,Component 4,Component 5,Component 6,Component 7,Component 8,Component 9,Component 10,Component 11,Component 12,Component 13,Component 14
45,0.04332921394528867,-0.02188931832974182,0.04907923405444643,0.07062829597264918,-0.004995975557631003,-0.045631513480051324,0.035969595500770814,0.018971804722526475,0.021668482845316427,0.018927115609329574,-0.05295648030100427,-0.010974262465558934,0.05931314659225661,0.056422794786094396
46,0.006026096766721016,-0.008797848471178444,-0.014329230493967315,-0.007977187577014766,0.01206480296504176,0.014000933909524097,-0.009265328193968057,-0.025786515695956597,-0.011184940173929285,-0.035114306288575856,-0.020023284249560142,-0.00012380506648214344,0.03799284463742313,0.008526082672884459
47,0.008318423450277442,-0.029126874216469097,0.007507337806782074,0.016835285847095524,-0.022809194118478114,0.024845014678399363,-0.04553546065705395,-0.003128482623557022,-0.03959395662450785,5.471180646185923e-05,0.0002844222029103854,0.029637368277253322,0.02304952835692289,-0.0052841944575851936
48,0.0010110047919099977,-0.022889843257547705,-0.019938965005673964,-0.0070596228308068875,0.02616105697969815,0.0015838058267358165,-0.027825589961135183,-0.016654744208252085,0.009978414190445279,-0.015344694251655916,-0.026994125262388844,0.003563075880612198,0.015178511366158033,0.017297330880283103
49,-0.009831453467254536,-0.03875459988420956,-0.03764163725070959,0.006213540647444258,-0.03176297705679752,-0.0006189216342390892,-0.0030907184541124574,-0.012480180742508055,-0.007891775195722973,-0.01795434071026282,0.023730313958202513,0.0023266345319490375,-0.033533913428720544,0.03229810234536299
50,0.044048641062982556,0.01583742601077095,0.037471674020570486,-0.03176012756900727,0.00519726676704206,0.03563418394362176,-0.022027764260839865,-0.029399096454443642,0.013034375382822583,0.03107972431898066,0.007603629503504846,0.0025341695121109606,0.02591340205064552,-0.028553625129231444
51,-0.008198528731925636,-0.00017620524365795606,-0.028725100327715233,-0.03164640263852055,-0.03045057907126038,-0.039557922193333185,-0.006334002148749607,0.024201497239034975,0.005405964483285957,-0.0013483170347010067,0.022837525342972842,0.0206530706741218,0.034898800355980295,-0.005250355419367839
52,0.05792232851473359,0.09692765107092464,0.04700696001984972,0.0810462740029733,0.005804735711190008,-0.12346650568762421,0.016401402656271748,-0.07521568273881295,-0.009664622784928549,-0.029140316805937667,0.015022886626754129,0.035930724230864984,0.03193208957537045,0.05652654918978495
53,0.00120643993452002,0.006929289154656482,0.007296903843319043,0.010564944658076007,0.01678316787301106,0.023806084816036115,-0.023431158583131162,-0.0016343317858288449,-0.005091434895720141,0.00310917839871933,0.0056850973345872425,-0.02975737456695165,0.010144170846430677,-0.008734019252972378
54,-0.008976743123423711,0.007812607235242255,-0.013531977963711863,0.002442251141567958,0.03717400101124025,-0.0054614499867977045,-0.054181171980253746,0.00843473498282517,0.023401039683833145,0.011127160249330243,-0.0035363640198612426,-0.009016182340638203,0.02110871424984298,-0.00017044966770229548
55,-0.010328412114191412,0.03693733329574466,-0.0132017925012976,0.007366204665938921,0.019102420272926655,0.01751703873103864,0.020034103278836406,0.005552122040519722,0.013250715768098801,-0.001717587448074625,-0.008068955175854523,-0.003321815170703945,0.017471551821309914,-0.015970059002130214
56,-0.012569206193582,0.0008053021761912453,-0.012067245689283681,-0.029676462130343934,-0.013922473246947746,-0.012547322304199417,0.06655779155450425,-0.003395270409015665,0.006329526428878535,0.012414156142593023,-0.005099888999734557,0.025027394019003224,-0.014780374503022125,-0.0038848739983880585
57,-0.024006139735112755,-0.05281914614084122,0.003434445013927119,0.00998367331611145,-0.011160693937617884,-0.007215224881274151,-0.013007982572500246,0.010919956137622814,-0.03837894840715431,0.004471443628567526,0.02424105464163396,-0.00548267183350672,-0.010788352760299434,-0.0019986025275980203
58,-0.02165497918244005,0.06867423490077337,0.002583065702956474,-0.003888990939888592,-0.04587161644159312,0.019275554928666252,-0.030215182536199783,0.021689629842720493,0.026061963023660515,-0.03554918077185807,-0.029039588400035534,-0.018843292875158065,-0.007435001705179074,0.0057391030569640894
59,-0.00030023842212388265,0.014658817322577284,-0.0226892055301052,-0.013930374547666,-0.026210163006428918,-0.015833859482121213,0.03992724384992338,0.011384565624757611,-0.0035514569973027215,-0.014749279158345174,0.0023064319277853983,0.010712035141215864,0.04266735638325591,-0.030121715153286946
60,0.014539459908517698,-0.001852710541087893,-0.0032903287514061,0.021303029669709015,0.03453215132316031,0.009598436708130792,0.031186505798960363,0.04772839331845047,-0.002190771063641342,0.019268185569638028,-0.04464286003672296,-0.06912384625833067,-0.007783464768973764,0.02676666622933138
61,-0.02357652189135826,0.012182896191073048,-0.026189218492723893,0.024758900656710547,-0.008760808375388772,0.01123397074686911,0.026872144782363,0.02399253505050607,0.003639335256021568,0.007069589269122099,0.013140046011920963,0.004506080334145017,-0.0361775190620421,0.01047193151736346
62,-0.0025205104326207445,-0.013965685612389575,0.017654955367466064,-0.014259637943242623,0.021447999071059747,0.022751500388908927,-0.017820921937454857,-0.018820338114414515,-0.018727693127316775,0.01190474038199343,-0.02644677385808208,0.017311714188369808,0.005482347816937046,0.027742223760580907
63,-0.012658882416131972,-0.04108363084754404,-0.00847818098834288,-0.004731903629858162,0.034495273075609685,0.0018610407384929534,0.01295374260675578,-0.03462303384835703,-0.004499467203735094,-0.019702924501649125,-0.030081435010423277,0.006448392788309007,-0.015190447271517816,0.014959472472340621
64,0.10956635870224495,-0.09230248406198864,0.02532769075565191,-0.018264951259292405,-0.009880901439451221,-0.05807618301184388,0.08441215756169791,0.06568369658243091,-0.005636845839626712,0.024967446194142085,-0.048255402140300004,-0.1144144753940213,0.02107578766532293,-0.03388099213279394
65,-0.02948360783669459,-0.026327413908851235,-0.012962225212344596,-0.007828333887462763,-0.01593514296934286,-0.002007928799877053,-0.009207232675065942,0.0027597881736298982,-0.027945226017129007,-0.005229782502126384,0.03980031044650775,-0.014682801267181219,-0.018508747293658635,0.03479495506854764
66,0.0033113920692882967,-0.02667215994563975,-0.014049910698124524,-0.00882732894962772,0.01574343427561263,-0.01041762218239331,-0.030054289708695503,-0.0018223596909422081,0.031896052023994405,0.008279009204340848,-0.017361816574958736,0.02887182952991742,0.011762449154316866,-0.00547451441149018
67,-0.016369627438593614,0.01973736867891134,0.022900403412527612,0.024708669895818786,0.01776013962425894,0.029915048650079268,-0.0011296018633717782,0.021212221705602313,-0.024883194009427383,0.021060136885269056,-0.0018527282874674113,-0.0007465479448856895,0.019277438779258697,-0.02633581821187586
68,-0.015525148178872763,-0.016451184981912812,0.0003770141885432902,-0.013919102994102966,-0.009122042356044201,-0.024431732291572496,-0.02316469746246592,0.009146609640582663,-0.037679193641644904,0.002980441307387989,0.020478334256919282,-0.010186582156232726,0.04110249226242235,-0.018180733182600665
69,-0.0185198320457211,0.003202419406062878,0.011699000073203925,0.02917558738900239,0.03400363197609358,0.022327462675521027,0.029916307691723373,-0.01049465345323892,-0.0414548298529278,-0.023459476294776703,-0.019329315873792902,-0.01774212781415816,0.01163768136608534,-0.006802078895425952
70,0.001236675235188702,-0.005934570289915084,0.013222748095069146,-0.008207064073123124,0.0021955697451577993,0.009167782529534587,-0.014831974250526538,0.006809048663700761,0.005303947760803167,0.03618277597557866,-0.01698786712721144,0.048297700977327225,0.008812396822106763,-0.014207932591193604
71,-0.012007323063331328,0.021574521171285242,0.021163192048667675,-0.039939801190962305,-0.007174731192633027,0.02067725012148221,0.03392219074591241,0.0011432542141349268,-0.0143377464011077,0.028339420797826403,0.0007292061751919245,0.009290656365161323,-0.008662914637331553,0.028194941841510807
72,0.012260946024800759,-0.02415381471099934,-0.03119960421306742,-0.012780129225316125,-0.015033591191587679,-0.004351924184897975,0.023729507889984094,-0.031316652226883485,0.024502587208979656,-0.014872988076745718,0.016719786008990795,0.002721203760935798,-0.03537453897424739,0.011060768060202916
73,0.06592151594245042,0.013190730091221431,0.03620977015430496,0.020942565246533443,0.0941568414579146,-0.029456471482032474,-0.010742510579973755,0.0939085861701391,-0.03178786260216577,-0.059593979389669566,-0.0032171553713424648,-0.014981697319394418,-0.0258797872885946,0.04279647599601395
74,0.06678071700486392,0.008375590132308503,0.020614782231873022,-0.02448369174606622,-0.032116750351123,0.04411912572077548,-0.0172027551116922,-0.03999962578331726,0.0014660801860891786,0.009935073004373894,0.038098472572741085,-0.026838433897693522,0.0276171060977649,-0.0263737970413068
75,0.0018160748852919855,-0.013243873603302635,-0.006541398372167335,0.030999106698172046,-0.012958119033139221,0.0020945156747362455,0.0033797017535794225,0.017859061051234887,0.012059553211638931,0.012135676889196282,0.005423835290023804,0.03755629287283798,0.0011427415056297105,-0.05103556144474231
76,-0.023477039253800458,-0.003703993792887768,-0.020138385259092822,-0.0248838202447649,-0.039637171204251746,-0.018851344949391453,-0.0519990935350469,0.0194508843825906,-0.03742918030285432,0.007954570686725542,0.05452030467173641,-0.017540755515030083,0.029967978953103932,0.023858895609698033
77,-0.01921508680046797,-0.0239606101068601,0.0002568225872008193,-0.021505718471894576,0.024084789789953622,-0.024620117019217843,-0.027879079341641275,0.010102392383596273,0.019257698538502996,0.022625426663614837,0.014445084255997139,-0.018579450740210075,0.003612931849555912,0.0034334633291914964
78,0.051189403486380465,0.05601846155435197,-0.03796306825440064,-0.00031033750820673125,0.00036376475515537815,-0.041402216935805744,-0.023835398893881695,-0.07797334131536744,-0.009011091592235473,0.025328670986607064,-0.008425200327505223,-0.017428694028530593,-0.033929272421025565,-0.010571034120357014
79,0.06904405016265187,-0.08564941424390843,0.04926724877844485,0.022465814248735425,-0.022431581726315805,0.046368233539832764,-0.010131883476779992,-0.04503069555528969,0.034336210077796456,0.02919680300158948,0.0829101243511748,-0.03820330667380855,-0.06086680969071366,-0.07778493949990374
80,-0.010880237676377014,-0.03643202690663253,-0.015569954455210217,-0.022367069368490932,0.026160178786366436,-0.004218393935715488,0.01785642699182679,-0.0328043105973038,0.02305682459836136,-0.016000142995904847,-0.024237924451393673,0.017059410850127396,-0.01080588254726531,0.019186714313441534
81,0.09761399233315646,0.04493327576020113,0.04370353895054944,0.0019689777130534186,0.0212567558802369,0.013255009402466253,0.005012538157087068,0.026657435731446206,-0.01788900513276314,-0.07501584591819514,0.06460143358066381,0.03248093988651604,1.4325923765660917e-05,-0.027142746724814964
82,0.007167687727067653,0.00578207633745241,0.024604998723931806,-0.044563734201427195,-0.008983930374123397,-0.011831186556236025,0.040575071170273556,-0.0019596861501534556,-0.012098037744184052,-0.005441673580185911,0.04321744497097968,-0.0421783416379712,0.04812774713328835,-0.05404940330919217
83,0.00638593917544466,0.0157472156776817,-0.03425047507355839,-0.017349239083130564,-0.016970605757207404,0.0001321626501533172,0.007355575495974853,0.0034401794084331994,0.031032567636365548,-0.0035653204097460096,0.0025958033817935237,0.03242713356825831,0.004366657606994201,0.007503840334016347
84,-0.010699464116023806,0.031318682916367004,0.016103561867286335,-0.008317355941908479,-0.0738938817226017,0.00680003420863948,-0.01976030028106757,0.011468295272512672,-0.017889093669863212,-0.03535812984192882,-0.009720009666080193,-0.006068694932671341,-0.013633427254801577,-0.004518395993174964
85,0.022435868647221566,-0.014345710554931614,0.014847058277776387,-0.0032481639939066524,-0.008086709542334775,0.011313715517932999,0.033792935870144175,0.04969388384697298,-0.00876171623568241,0.055644152466176613,-0.024117110623718428,-0.03894928877445361,-0.03310264457066382,0.048343182940673475
86,-0.01108886626481129,-0.04962823230824337,0.008048317497251573,-0.02855167359841972,0.02532692043238223,-0.01652566099265402,-0.010998364388733573,-0.01875438865321169,-0.009348803253221715,-0.004789994905519,-0.021282544673674103,0.01780499537623368,0.02876269576387368,-0.008947125355629297
87,-0.011106957143267263,0.0035104711333219006,0.0021738974766531706,0.0011457972433318775,-0.017086241158518874,0.02709520807094346,0.02651004021343861,-0.013475815936608807,-0.048411339354664996,-0.010996679621327065,-0.002539195139471124,0.0066325344554082465,0.010431108884527446,0.01031464762616873
88,-0.05109448295916788,0.021165846059249944,0.019684441571113702,-0.036078479716406264,-0.04611579923718723,-0.04667732613430394,-0.017310257941292196,0.04668020850481869,0.03403002634442643,-0.012363601982377969,-0.009738156396736853,-0.021545520903037744,-0.016168967678761803,-0.03065314686331696
89,0.0061064102643946004,0.01675901150114353,-0.019944804467089756,-0.019260099475204826,-0.01635262850594595,0.004571915571214104,0.017293009862661142,-0.012073498993895834,0.02423898968176589,0.006924349089348961,-0.009113040361334195,0.029827571811865714,-0.007771645337979243,0.003189424308948631
90,-0.013220563442686255,0.009718998038719767,0.002749616794238333,0.02295648385835689,0.02624204060945905,0.022653926560817703,-0.02500946763034461,0.020666377751469175,0.0011865764266703242,0.016868657476414473,0.0004347982268765422,-0.00949191712000403,0.001480319062878864,-0.0026500662049525553
91,-0.01229681853741605,0.011318665902468553,0.07716159062288437,0.05741741038742833,-0.018699715958044833,-0.003574815927024617,0.06700439369114673,-0.044087436201995775,-0.01536571887886547,0.002129269761405046,0.005501523191674137,0.0007354486818814215,0.05863551063839533,0.056545455464849174
92,-0.019027146077343886,0.016026982799457228,-0.0024474704017844674,0.004803407142419855,-0.03966808763731832,0.017745615063392457,0.04701286159343886,0.008553685143327055,-0.03957977816565117,0.013714716916011295,0.017034937237739228,0.01507156334645881,-0.01914682133417742,0.0025112606455269548
93,0.007896383393844996,-0.004382735112237164,0.009107575781616787,0.006670582664665695,-0.018094235917448197,0.022154901729995236,-0.02891082811205763,0.011675124263443226,-0.007007339235108638,0.027543108369000202,-0.007600526328551272,0.05655221113816768,0.01149229790998332,-0.012816098858727447
94,-0.0054091968217307145,0.011154927879753664,0.04916513341428394,-0.055260063466408965,0.04610819430163579,-0.0644675336993954,-0.016254831177961362,0.05969287943633447,-0.030190528936664657,-0.006457084279207333,0.05495938276522198,0.012930780501207778,0.04509035328926078,-0.02421094804782434
95,-0.029255022734451398,-0.005507451837332866,0.010262637038493318,-0.020756309233835698,-0.05236792465505897,-0.014590605808626032,-0.031044355393286933,0.01187158661634776,0.05216673886551292,-0.027097591671834387,-0.031088366570278112,-0.0004057332752869646,-0.06777638816370923,0.007512604672660824
96,-0.01569403407460903,-0.01092917029170987,-0.00013184817324274594,0.00011960871038928876,0.04275762913737254,0.024483311237472848,-0.011437802497617422,-0.016363720740854595,0.002598904895340027,-0.007591510269838534,-0.007688483427367974,-0.03244953461333876,-0.010180751907659354,0.028615809220458376
97,-0.02167762699632216,0.02958060426754509,0.00091412172914987,0.004547720286238965,0.004928708030625275,0.016030934792966443,-0.006725433066951551,0.028468588392986903,0.02192325963284404,0.0453629998105227,0.011107782376125684,0.01352409961619188,-0.01458016875958429,0.017259385470534953
98,0.011669100702325323,0.034747247642595416,0.004855877841374081,-0.0010605678875322633,-0.008022987092912187,0.03641080906691512,-0.000599366710916838,0.01802746163506365,0.04213088182203957,0.0501513014676497,0.029092080471171792,0.0018685697722141388,-0.02518140353403343,-0.006269809423222575
99,0.01717297145201455,0.018516629591746284,0.04236678761566494,-0.039408969412647696,0.04240378357416663,-0.015250058057502873,0.05094983748918006,0.02699278919047741,-0.022297708277383376,-0.03221658918028034,0.02022638123528867,0.056646969882134385,-0.031480493020552155,0.022254626189186215
100,-0.00651292595639671,0.04732457440314163,-0.016048474741511668,0.004731238586248379,0.025399319967554512,0.019323582890655083,-0.009833602473283432,0.006871464705851852,0.021008174850904685,0.001734145477275943,0.012371519905443247,-0.02353580772459112,0.012286153271935859,-0.0031978740426180123
